,id,course_specific_id,gender,year_of_birth,level_of_education,Objectif_Atteint,Compet_acquises,Heures_Travail_Passees,Satis_Videos,Satis_Supports_Ecrits,Satis_Quizz,Satis_TD,Satis_TP,Satis_Exam,Satis_Temoignages_Pros,Satis_Forums,Satis_Ex_S0,Satis_Rythme,Recommand,Inscri_Proch_Sess,country,enrollment_time,certificate,unenroll
85,9100ab1adba72523deeba17aecdd664e538cde714fbf440282263ebc41c6ee4c,f49553bb109b5cba904598c103d3022a,m,1977,m,Partiellement,"Connaitre les architectures reseaux, les mecanismes reseaux, pile de protocoles etc.",2h a 4h,4,4,4,4,4,1,4,3,3,4,Oui,Non,France,2015-09-12 10:11:24,True,True
86,8aa1aeee56b8563268bfa6a67c94e0a2bfec98542b91f765be9e673a8250409f,a187bf000d2229a23bcd98512f54d32b,m,1983,m,Oui,"Connaitre l'internet IP, TCP et UDP et leurs propretes",2h a 4h,5,5,Vide,5,5,Vide,4,4,Vide,5,Oui,Oui,Côte d'Ivoire,2015-07-30 14:02:24,True,True
87,5022c58b7a95ce895d7ca4b495e82bdce9e3e2dc58728e714997a2b44292609f,d7fd0120f754225c1efa3c511d46a7bf,m,1996,jhs,Oui,"Connaitre l'internet IP, TCP et UDP et leurs propretes",Plus de 8h,4,3,4,3,3,3,4,4,4,4,Non,Oui,Niger,2015-08-11 13:47:16,True,True
88,8c2d64672ddc884061e0e322eefbbf845388d06f5e3a8543658c7fa55a3135e5,5818a3e48c7e001dc3910dc49d45033d,,None,hs,Partiellement,"Savoir lire et comprendre une norme de reseau de donnees, reseau de telecoms",Plus de 8h,5,5,5,5,5,5,5,5,5,5,Oui,Oui,France,2015-08-09 13:58:55,True,True
89,da8bfc1a87804456343f04363d6f1955787a43b56ee35b88e5231edbb484feb8,16d037617d6cc585f45e3a246ab45bc0,m,1981,hs,Partiellement,"Connaitre les architectures reseaux, les mecanismes reseaux, pile de protocoles etc.",5h a 8h,4,3,4,5,5,5,3,4,4,4,Oui,Non,New Caledonia,2015-09-14 21:13:00,True,True
90,ad5df5e6b24acd830f9ea6a8b93fb62aa6382807820f3c2205539c6f4f9dfe11,ea606481018f281050454645d6babe64,m,1988,b,Partiellement,"routage approprie, configurer le routage",2h a 4h,4,2,4,3,2,4,4,4,2,3,Oui,Oui,Benin,2015-09-14 11:32:41,True,True
91,e7dc7fbe038f97b7c9f7e590c55a48e82c39b2b5cfaf563142c43d6672547f3f,21de69a3524c9c5d05d691ebd7636162,m,1976,m,Partiellement,Savoir utiliser un analyseur de reseau,Plus de 8h,3,4,4,4,5,3,3,2,3,2,Oui,Vide,Côte d'Ivoire,2015-08-12 17:49:58,True,True
92,ae503651f0fec9c73fa551469d27dd10303ef5d6b618816d1b72b137f87a71d2,9ce32fa04aaf495296fba5d38ac0a501,m,1987,m,Partiellement,"Connaitre l'internet IP, TCP et UDP et leurs propretes",2h a 4h,5,5,5,5,5,5,5,5,5,5,Non,Oui,Morocco,2015-08-14 15:40:19,True,True
93,3e00d46c4cb55c6a7802165c28b21250aea296d959d7bffc5981c7faccd68295,82ccedd32829831da727acdb6f469c1c,m,1970,hs,Oui,"Connaitre les architectures reseaux, les mecanismes reseaux, pile de protocoles etc.",5h a 8h,5,5,4,4,4,Vide,4,5,5,4,Oui,Non,France,2015-09-03 21:03:27,True,True
94,5eb98fae2a18dbf64581e4bbfb8800dede92121a08f6c0569eebad15cfe9987f,7cc6060f183877ef68713a6d58640d9d,m,1980,m,Partiellement,"Connaitre les architectures reseaux, les mecanismes reseaux, pile de protocoles etc.",Moins d'1h,4,3,3,3,3,3,4,2,3,4,Oui,Oui,Congo,2015-08-19 11:51:09,True,True
95,e517da0d3d7b34edf61da9fe6946a642a9679664a8a02890ca47a49af4183390,a5dbf765285d547cc0640ceb2b119a90,m,1979,p,Oui,"Connaitre les architectures reseaux, les mecanismes reseaux, pile de protocoles etc.",5h a 8h,4,3,4,4,4,3,Vide,Vide,Vide,4,Oui,Non,France,2015-09-28 20:31:24,True,True
96,f927c7e33557d8335db271e0a699d969877db0e0facd7bfe919c3fb7966f6cd8,c5fc8fedb0ea947b7c31cfcdc73d1d5d,m,1965,jhs,Oui,"Connaitre les architectures reseaux, les mecanismes reseaux, pile de protocoles etc.",5h a 8h,4,4,4,4,4,4,5,3,4,5,Oui,Oui,France,2015-11-26 16:17:20,True,True
97,1c8eda14717e255fa633f00414f04d0b36eceb722e55bf683cf7a3f8b2d5b1e5,630635bf1af14db95a36db89312ca900,f,None,m,Partiellement,"Connaitre les architectures reseaux, les mecanismes reseaux, pile de protocoles etc.",2h a 4h,5,4,5,4,4,3,4,4,3,4,Oui,Non,Morocco,2015-09-16 18:56:34,True,True
98,5bb38b8b9a48ef793bebd48568d27c69982b9fb6f31dceb94d7fc650e65ee155,1b14853d59c0e3732f546968dc9d443f,m,1993,hs,Oui,"Connaitre les architectures reseaux, les mecanismes reseaux, pile de protocoles etc.",2h a 4h,5,4,3,3,5,3,4,2,4,4,Oui,Oui,Congo (the Democratic Republic of the),2015-09-25 17:09:24,True,True
99,6014e8a1035b5a73bc74d4f2e899acb0f42634fd4cfa54f17a80a58fb35b797a,a3b3626948f78362c62c2679d115dbf9,m,1982,hs,Partiellement,"Savoir lire et comprendre une norme de reseau de donnees, reseau de telecoms",Moins d'1h,4,4,4,4,4,3,4,4,3,3,Oui,Oui,Burkina Faso,2015-08-31 19:06:15,True,True
100,4e1b2d9d28e19f9be3ad222a5f0898e95e6d8e3d3f3bce44302692a601b016d0,e5c6080231d5bc72274ce0edf9b82d72,m,1980,hs,Partiellement,Savoir analyser les proprietes d'un service et en deduire les besoins en termes de reseau,2h a 4h,4,5,4,4,4,4,3,3,4,5,Oui,Oui,Congo,2015-08-26 12:52:25,True,True
101,75d5540a2fabd9914e6985d09f32b9bfeb1b3850301b39335060eab45f373547,e2167a139d5bdc03e253272816f46a12,,None,,Oui,"Connaitre les architectures reseaux, les mecanismes reseaux, pile de protocoles etc.",2h a 4h,5,4,4,4,4,4,3,3,3,3,Oui,Non,France,2015-09-22 14:24:29,True,True
102,ea22d6679e41be43db8a48ecc958c957b380f066b26c62b64014aa776107ca30,f79b75c4349f7697d99a2205e6a243bb,,None,,Partiellement,Vide,Plus de 8h,4,4,4,4,4,4,Vide,4,Vide,4,Oui,Non,France,2015-09-03 15:16:28,True,True
103,623532649cabc56f89772f1120d75683197d745561325d712c0676bf81546ee1,e87836547023205fc784e5679ab921cb,m,1977,m,Oui,"Connaitre les architectures reseaux, les mecanismes reseaux, pile de protocoles etc.",Plus de 8h,5,4,5,4,4,4,5,5,1,5,Oui,Non,French Polynesia,2015-11-28 07:38:31,True,True
